DATAFLOW;LAST UPDATE;freq;nrg_bal;siec;unit;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2010;1348628802;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2011;1304091738;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2012;1303653764;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2013;1330296619;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2014;1302931394;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2015;1305864759;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2016;1321054993;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2017;1342813716;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2018;1281180051;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2019;1294904566;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2020;1172123406;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2021;1153298581;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;DE;2022;1181772381;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2000;819309222;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2001;853838778;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2002;857263028;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2003;879132083;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2004;901408611;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2005;915479139;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2006;915928861;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2007;924452361;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2008;894295694;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2009;837418778;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2010;806440639;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2011;776294500;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2012;719666667;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2013;675485528;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2014;671841944;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2015;697352833;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2016;717609917;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2017;744104500;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2018;750290417;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2019;736319111;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2020;605296389;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2021;668692512;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;ES;2022;726353611;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2000;7213219710;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2001;7419270640;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2002;7398372380;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2003;7470378229;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2004;7523472713;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2005;7510910903;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2006;7527098466;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2007;7352699088;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2008;7314295608;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2009;6856680236;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2010;6810050562;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2011;6633158769;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2012;6337251457;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2013;6167500104;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2014;6108481012;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2015;6089256082;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2016;6217091233;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2017;6358720065;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2018;6247989524;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2019;6341343949;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2020;5533376994;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2021;5820286350;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;EU27_2020;2022;5981062151;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2000;1051706444;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2001;1123632367;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2002;1099553508;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2003;1115863749;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2004;1134956859;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2005;1120748905;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2006;1114261789;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2007;1101467503;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2008;1071619309;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2009;1031689751;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2010;988688801;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2011;1020374527;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2012;989347567;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2013;964917385;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2014;954944305;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2015;964705735;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2016;932985581;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2017;940851741;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2018;912790169;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2019;919004174;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2020;763684397;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2021;812111610;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;FR;2022;818178161;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2000;1064150492;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2001;1051188303;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2002;1059002149;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2003;1052963934;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2004;1023443984;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2005;995066512;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2006;982272237;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2007;958327752;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2008;910976379;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2009;848508419;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2010;830220452;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2011;796068934;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2012;710763604;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2013;680537081;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2014;657848360;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2015;681781544;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2016;663409597;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2017;671310604;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2018;668376201;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2019;659223207;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2020;550691986;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2021;622301239;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;IT;2022;627978476;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2000;189330324;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2001;191483116;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2002;198640848;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2003;186025246;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2004;189310750;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2005;194387654;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2006;174183887;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2007;171407286;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2008;164905834;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2009;153972202;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2010;149456678;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2011;140666080;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2012;126905033;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2013;127037504;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2014;125708977;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2015;127943022;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2016;129379769;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2017;132155503;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2018;128501817;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2019;136946325;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2020;112055834;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2021;114006427;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;O4000XBIO;GWH;PT;2022;127687098;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2000;104475833;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2001;112071010;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2002;125403165;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2003;162100931;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2004;188296614;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2005;218143506;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2006;266176927;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2007;307994836;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2008;320609213;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2009;320090898;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2010;363642364;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2011;377258963;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2012;423946991;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2013;437661742;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2014;435596153;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2015;464375725;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2016;463269665;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2017;494437164;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2018;506011521;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2019;527007705;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2020;546911435;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2021;547143879;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;DE;2022;572288551;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2000;79229684;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2001;94824184;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2002;80154638;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2003;106909551;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2004;102455945;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2005;97610127;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2006;106494869;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2007;116308348;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2008;122641483;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2009;146130821;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2010;174965728;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2011;172289550;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2012;187513931;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2013;206037249;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2014;210088022;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2015;197801383;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2016;203349238;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2017;192947593;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2018;211238288;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2019;213591358;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2020;222011282;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2021;230573145;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;ES;2022;228083029;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2000;1120694780;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2001;1158769955;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2002;1138676549;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2003;1237569236;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2004;1309308332;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2005;1394671609;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2006;1487793303;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2007;1604734692;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2008;1728757530;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2009;1811345381;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2010;2023647648;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2011;1992775239;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2012;2204117504;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2013;2313293833;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2014;2313124271;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2015;2383121347;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2016;2422943758;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2017;2513455169;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2018;2625384721;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2019;2704112435;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2020;2787279191;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2021;2933318782;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;EU27_2020;2022;2903619838;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2000;181458712;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2001;191254638;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2002;173101468;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2003;178184124;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2004;182560815;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2005;184032106;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2006;181558144;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2007;198188909;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2008;225510243;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2009;230052746;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2010;258039237;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2011;224791265;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2012;265821239;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2013;296789938;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2014;275841181;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2015;286486774;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2016;310100934;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2017;305407662;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2018;329783903;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2019;336139620;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2020;334969008;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2021;361129828;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;FR;2022;349709985;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2000;117612168;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2001;120266773;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2002;126643469;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2003;150134800;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2004;150764478;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2005;164061132;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2006;178247102;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2007;197081928;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2008;229194493;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2009;244538860;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2010;254281837;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2011;244530670;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2012;277779523;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2013;306690385;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2014;308337946;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2015;305505034;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2016;302588425;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2017;335189332;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GAE;RA000;GWH;IT;2018;340546403;
