time_period,geo_entity,category,energy_product_class,costumer,unit_of_measure,obs_value
2000,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,87567694.000
2001,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,74243944.000
2002,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,71299389.000
2003,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,81052389.000
2004,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,94558667.000
2005,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,98157417.000
2006,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,116148333.000
2007,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,125164889.000
2008,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,120222194.000
2009,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,129886972.000
2010,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,135120222.000
2011,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,152352056.000
2012,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,227392306.000
2013,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,256232917.000
2014,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,248181361.000
2015,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,267051111.000
2016,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,288186167.000
2017,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,318207806.000
2018,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,294744139.000
2019,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,282623472.000
2020,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,272581132.000
2021,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,266167238.000
2022,Spain,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,242305623.000
2000,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,2563665508.000
2001,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,2512073234.000
2002,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,2541054522.000
2003,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,2637059995.000
2004,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,2944487506.000
2005,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3152608837.000
2006,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3219546015.000
2007,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3169071373.000
2008,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3268946188.000
2009,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3214836160.000
2010,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3353797486.000
2011,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3327792036.000
2012,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3583276221.000
2013,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3607282094.000
2014,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3624078429.000
2015,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3997872711.000
2016,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,4107952778.000
2017,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,4162253603.000
2018,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,4024805977.000
2019,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3804978427.000
2020,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3422809070.000
2021,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3741904266.000
2022,Europe,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,3680024376.000
2000,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,265848750.000
2001,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,233226167.000
2002,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,226364167.000
2003,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,264065816.000
2004,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,280469285.000
2005,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,320834852.000
2006,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,324859621.000
2007,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,306017544.000
2008,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,361629872.000
2009,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,297954689.000
2010,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,269163448.000
2011,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,250932115.000
2012,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,232725970.000
2013,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,223599469.000
2014,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,225099670.000
2015,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,248974878.000
2016,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,242837196.000
2017,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,240119104.000
2018,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,235872019.000
2019,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,203806463.000
2020,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,149941322.000
2021,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,147921180.000
2022,France,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,161271843.000
2000,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,253159443.000
2001,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,263910297.000
2002,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,253532928.000
2003,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,280638497.000
2004,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,300885383.000
2005,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,345383433.000
2006,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,327530378.000
2007,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,368930283.000
2008,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,344818472.000
2009,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,314973333.000
2010,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,349953017.000
2011,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,319730928.000
2012,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,353297572.000
2013,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,289383219.000
2014,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,246349151.000
2015,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,329103809.000
2016,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,347649453.000
2017,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,373747895.000
2018,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,347481953.000
2019,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,327449308.000
2020,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,275828875.000
2021,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,312333219.000
2022,Italy,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,326555950.000
2000,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,16733686.000
2001,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,16228325.000
2002,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,16247689.000
2003,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,19967342.000
2004,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,23681822.000
2005,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,28089675.000
2006,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,40150597.000
2007,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,29605500.000
2008,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,29733611.000
2009,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,27110653.000
2010,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,33301569.000
2011,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,33277361.000
2012,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,43389250.000
2013,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,65151833.000
2014,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,55625878.000
2015,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,80389792.000
2016,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,78961514.000
2017,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,81884656.000
2018,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,62704890.000
2019,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,56981621.000
2020,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,61726825.000
2021,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,58899385.000
2022,Portugal,Exports,"Oil and petroleum products (excluding biofuel portion)",NULL,GWh,53055788.000
2000,Germany,Exports,"Renewables and biofuels",NULL,GWh,0.000
2001,Germany,Exports,"Renewables and biofuels",NULL,GWh,0.000
2002,Germany,Exports,"Renewables and biofuels",NULL,GWh,0.000
2003,Germany,Exports,"Renewables and biofuels",NULL,GWh,2403298.000
2004,Germany,Exports,"Renewables and biofuels",NULL,GWh,2997551.000
2005,Germany,Exports,"Renewables and biofuels",NULL,GWh,3028476.000
2006,Germany,Exports,"Renewables and biofuels",NULL,GWh,8819272.000
2007,Germany,Exports,"Renewables and biofuels",NULL,GWh,10268633.000
2008,Germany,Exports,"Renewables and biofuels",NULL,GWh,11038363.000
2009,Germany,Exports,"Renewables and biofuels",NULL,GWh,12057729.000
2010,Germany,Exports,"Renewables and biofuels",NULL,GWh,20851756.000
2011,Germany,Exports,"Renewables and biofuels",NULL,GWh,23419253.000
2012,Germany,Exports,"Renewables and biofuels",NULL,GWh,18216398.000
2013,Germany,Exports,"Renewables and biofuels",NULL,GWh,22357608.000
2014,Germany,Exports,"Renewables and biofuels",NULL,GWh,25992951.000
2015,Germany,Exports,"Renewables and biofuels",NULL,GWh,24928283.000
2016,Germany,Exports,"Renewables and biofuels",NULL,GWh,22297909.000
2017,Germany,Exports,"Renewables and biofuels",NULL,GWh,22686374.000
2018,Germany,Exports,"Renewables and biofuels",NULL,GWh,29687588.000
2019,Germany,Exports,"Renewables and biofuels",NULL,GWh,31617827.000
2020,Germany,Exports,"Renewables and biofuels",NULL,GWh,35522160.000
2021,Germany,Exports,"Renewables and biofuels",NULL,GWh,33918228.000
2022,Germany,Exports,"Renewables and biofuels",NULL,GWh,33055654.000
2000,Spain,Exports,"Renewables and biofuels",NULL,GWh,0.000
2001,Spain,Exports,"Renewables and biofuels",NULL,GWh,0.000
2002,Spain,Exports,"Renewables and biofuels",NULL,GWh,0.000
2003,Spain,Exports,"Renewables and biofuels",NULL,GWh,0.000
2004,Spain,Exports,"Renewables and biofuels",NULL,GWh,0.000
2005,Spain,Exports,"Renewables and biofuels",NULL,GWh,0.000
2006,Spain,Exports,"Renewables and biofuels",NULL,GWh,0.000
2007,Spain,Exports,"Renewables and biofuels",NULL,GWh,1528869.000
2008,Spain,Exports,"Renewables and biofuels",NULL,GWh,990240.000
2009,Spain,Exports,"Renewables and biofuels",NULL,GWh,3113676.000
2010,Spain,Exports,"Renewables and biofuels",NULL,GWh,4749003.000
2011,Spain,Exports,"Renewables and biofuels",NULL,GWh,5879739.000
2012,Spain,Exports,"Renewables and biofuels",NULL,GWh,5574127.000
2013,Spain,Exports,"Renewables and biofuels",NULL,GWh,10248945.000
2014,Spain,Exports,"Renewables and biofuels",NULL,GWh,17462228.000
2015,Spain,Exports,"Renewables and biofuels",NULL,GWh,10900965.000
2016,Spain,Exports,"Renewables and biofuels",NULL,GWh,13601722.000
2017,Spain,Exports,"Renewables and biofuels",NULL,GWh,17425533.000
2018,Spain,Exports,"Renewables and biofuels",NULL,GWh,24262488.000
2019,Spain,Exports,"Renewables and biofuels",NULL,GWh,24590333.000
2020,Spain,Exports,"Renewables and biofuels",NULL,GWh,23013214.000
2021,Spain,Exports,"Renewables and biofuels",NULL,GWh,29161920.000
2022,Spain,Exports,"Renewables and biofuels",NULL,GWh,25748759.000
2000,Europe,Exports,"Renewables and biofuels",NULL,GWh,5765739.000
2001,Europe,Exports,"Renewables and biofuels",NULL,GWh,8318207.000
2002,Europe,Exports,"Renewables and biofuels",NULL,GWh,10835615.000
2003,Europe,Exports,"Renewables and biofuels",NULL,GWh,18060664.000
2004,Europe,Exports,"Renewables and biofuels",NULL,GWh,22145656.000
2005,Europe,Exports,"Renewables and biofuels",NULL,GWh,23819880.000
2006,Europe,Exports,"Renewables and biofuels",NULL,GWh,31011659.000
2007,Europe,Exports,"Renewables and biofuels",NULL,GWh,35648515.000
2008,Europe,Exports,"Renewables and biofuels",NULL,GWh,43201241.000
2009,Europe,Exports,"Renewables and biofuels",NULL,GWh,48020880.000
2010,Europe,Exports,"Renewables and biofuels",NULL,GWh,67372280.000
2011,Europe,Exports,"Renewables and biofuels",NULL,GWh,76700038.000
2012,Europe,Exports,"Renewables and biofuels",NULL,GWh,85123736.000
2013,Europe,Exports,"Renewables and biofuels",NULL,GWh,103463921.000
2014,Europe,Exports,"Renewables and biofuels",NULL,GWh,125131390.000
2015,Europe,Exports,"Renewables and biofuels",NULL,GWh,122005753.000
2016,Europe,Exports,"Renewables and biofuels",NULL,GWh,130056734.000
2017,Europe,Exports,"Renewables and biofuels",NULL,GWh,137902123.000
2018,Europe,Exports,"Renewables and biofuels",NULL,GWh,154484032.000
2019,Europe,Exports,"Renewables and biofuels",NULL,GWh,165648457.000
2020,Europe,Exports,"Renewables and biofuels",NULL,GWh,167907956.000
2021,Europe,Exports,"Renewables and biofuels",NULL,GWh,182473783.000
2022,Europe,Exports,"Renewables and biofuels",NULL,GWh,167984901.000
2000,France,Exports,"Renewables and biofuels",NULL,GWh,0.000
2001,France,Exports,"Renewables and biofuels",NULL,GWh,0.000
2002,France,Exports,"Renewables and biofuels",NULL,GWh,185031.000
2003,France,Exports,"Renewables and biofuels",NULL,GWh,539172.000
2004,France,Exports,"Renewables and biofuels",NULL,GWh,710092.000
2005,France,Exports,"Renewables and biofuels",NULL,GWh,770833.000
2006,France,Exports,"Renewables and biofuels",NULL,GWh,339167.000
2007,France,Exports,"Renewables and biofuels",NULL,GWh,102778.000
2008,France,Exports,"Renewables and biofuels",NULL,GWh,1841817.000
2009,France,Exports,"Renewables and biofuels",NULL,GWh,3153565.000
2010,France,Exports,"Renewables and biofuels",NULL,GWh,2393886.000
2011,France,Exports,"Renewables and biofuels",NULL,GWh,7092122.000
2012,France,Exports,"Renewables and biofuels",NULL,GWh,6668793.000
2013,France,Exports,"Renewables and biofuels",NULL,GWh,6360518.000
2014,France,Exports,"Renewables and biofuels",NULL,GWh,6529628.000
2015,France,Exports,"Renewables and biofuels",NULL,GWh,7643278.000
2016,France,Exports,"Renewables and biofuels",NULL,GWh,7196185.000
2017,France,Exports,"Renewables and biofuels",NULL,GWh,7698007.000
2018,France,Exports,"Renewables and biofuels",NULL,GWh,11239239.000
2019,France,Exports,"Renewables and biofuels",NULL,GWh,10618379.000
2020,France,Exports,"Renewables and biofuels",NULL,GWh,9201317.000
2021,France,Exports,"Renewables and biofuels",NULL,GWh,8683522.000
2022,France,Exports,"Renewables and biofuels",NULL,GWh,8199236.000
2000,Italy,Exports,"Renewables and biofuels",NULL,GWh,20833.000
2001,Italy,Exports,"Renewables and biofuels",NULL,GWh,22500.000
2002,Italy,Exports,"Renewables and biofuels",NULL,GWh,19167.000
2003,Italy,Exports,"Renewables and biofuels",NULL,GWh,15278.000
2004,Italy,Exports,"Renewables and biofuels",NULL,GWh,0.000
2005,Italy,Exports,"Renewables and biofuels",NULL,GWh,0.000
2006,Italy,Exports,"Renewables and biofuels",NULL,GWh,28889.000
2007,Italy,Exports,"Renewables and biofuels",NULL,GWh,21389.000
2008,Italy,Exports,"Renewables and biofuels",NULL,GWh,1183227.000
2009,Italy,Exports,"Renewables and biofuels",NULL,GWh,1004056.000
2010,Italy,Exports,"Renewables and biofuels",NULL,GWh,1223759.000
2011,Italy,Exports,"Renewables and biofuels",NULL,GWh,1874510.000
2012,Italy,Exports,"Renewables and biofuels",NULL,GWh,654433.000
2013,Italy,Exports,"Renewables and biofuels",NULL,GWh,582335.000
2014,Italy,Exports,"Renewables and biofuels",NULL,GWh,1662924.000
2015,Italy,Exports,"Renewables and biofuels",NULL,GWh,1318106.000
2016,Italy,Exports,"Renewables and biofuels",NULL,GWh,2648441.000
2017,Italy,Exports,"Renewables and biofuels",NULL,GWh,3847576.000
2018,Italy,Exports,"Renewables and biofuels",NULL,GWh,3380137.000
2019,Italy,Exports,"Renewables and biofuels",NULL,GWh,3336529.000
2020,Italy,Exports,"Renewables and biofuels",NULL,GWh,5717780.000
2021,Italy,Exports,"Renewables and biofuels",NULL,GWh,8291214.000
2022,Italy,Exports,"Renewables and biofuels",NULL,GWh,7097374.000
2000,Portugal,Exports,"Renewables and biofuels",NULL,GWh,0.000
2001,Portugal,Exports,"Renewables and biofuels",NULL,GWh,0.000
2002,Portugal,Exports,"Renewables and biofuels",NULL,GWh,0.000
2003,Portugal,Exports,"Renewables and biofuels",NULL,GWh,0.000
2004,Portugal,Exports,"Renewables and biofuels",NULL,GWh,0.000
2005,Portugal,Exports,"Renewables and biofuels",NULL,GWh,0.000
2006,Portugal,Exports,"Renewables and biofuels",NULL,GWh,0.000
2007,Portugal,Exports,"Renewables and biofuels",NULL,GWh,0.000
2008,Portugal,Exports,"Renewables and biofuels",NULL,GWh,205042.000
2009,Portugal,Exports,"Renewables and biofuels",NULL,GWh,10874.000
2010,Portugal,Exports,"Renewables and biofuels",NULL,GWh,2947098.000
2011,Portugal,Exports,"Renewables and biofuels",NULL,GWh,2863269.000
2012,Portugal,Exports,"Renewables and biofuels",NULL,GWh,3246044.000
2013,Portugal,Exports,"Renewables and biofuels",NULL,GWh,4533163.000
2014,Portugal,Exports,"Renewables and biofuels",NULL,GWh,4553465.000
2015,Portugal,Exports,"Renewables and biofuels",NULL,GWh,4081213.000
2016,Portugal,Exports,"Renewables and biofuels",NULL,GWh,3902988.000
2017,Portugal,Exports,"Renewables and biofuels",NULL,GWh,3426915.000
2018,Portugal,Exports,"Renewables and biofuels",NULL,GWh,3994611.000
2019,Portugal,Exports,"Renewables and biofuels",NULL,GWh,4710116.000
2020,Portugal,Exports,"Renewables and biofuels",NULL,GWh,4379439.000
2021,Portugal,Exports,"Renewables and biofuels",NULL,GWh,4101868.000
2022,Portugal,Exports,"Renewables and biofuels",NULL,GWh,3390562.000
2000,Germany,Exports,"Solar photovoltaic",NULL,GWh,NULL
2001,Germany,Exports,"Solar photovoltaic",NULL,GWh,NULL
2002,Germany,Exports,"Solar photovoltaic",NULL,GWh,NULL
2003,Germany,Exports,"Solar photovoltaic",NULL,GWh,NULL
2004,Germany,Exports,"Solar photovoltaic",NULL,GWh,NULL
